Unnamed: 0,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age,popularity,streams
20029,runaway june,buy my own drinks,2019,pop,yeah try unfall apart think neon light real good start call couple friends stay guess go heart break mean gotta stay home yeah drink night light drop change jukebox dance stop thinkin bout drinkin bout need yeah drink tonight tonight tonight yeah drink tonight tonight tonight dive type walk see drink hand yeah say sweet glass gonna pass time yeah fine drink night light drop change jukebox dance stop thinkin bout drinkin bout need yeah drink tonight tonight tonight yeah drink tonight tonight tonight walk self door self medicate headache yeah boyfriend drink night light drop change jukebox dance time stop stop thinkin bout drinkin bout need yeah drink tonight tonight tonight yeah drink tonight tonight tonight drop change jukebox tonight tonight tonight thinkin bout drinkin bout dance tonight tonight tonight,131,0.000457666,0.000457666,0.000457666,0.3195966918159356,0.1243932779226633,0.000457666,0.011207358,0.000457666,0.2284212588230073,0.000457666,0.1956054173870002,0.052770289,0.000457666,0.000457666,0.02924808,0.000457666,0.676161594,0.8012460579955387,0.068272157,0,0.9670239076669416,0.9008978058173588,night/time,0.014285714,45,7308021
20030,dean lewis,stay awake,2019,pop,trace finger right leave drink walk sudden bring problems guess wanna talk cause bigger harder fall crash floor say leave morning come pack feel go stay awake stay awake stay awake hold stay awake stay awake stay awake memories pack box stack door cause bigger harder fall crash floor feel breath lips walk door hand start slip felt like feel go stay awake stay awake stay awake hold stay awake stay awake stay awake look mirror try figure wonder go wrong like daylight come hold say leave morning come pack feel go stay awake stay awake stay awake hold stay awake stay awake stay awake feel go stay awake stay awake stay awake feel go stay awake stay awake stay awake,121,0.000469925,0.000469925,0.000469925,0.023337067,0.000469925,0.000469925,0.039206822,0.000469925,0.000469925,0.000469925,0.093854024,0.000469925,0.000469925,0.000469925,0.7249038993825941,0.1026774399630813,0.7162352431495722,0.7315847498910341,0.338352749,3.5121457489878545e-05,0.5754328112118714,0.8298245150399092,sadness,0.014285714,56,13253655
20035,nav,habits,2019,pop,wheezy outta yeah money know drug want know drug want tell tell take right match double know know drink think need think addict problems lot habit tryna solve think addict problems talk lose thoughts go lose think know songs songs room yeah say yeah think habit yeah nowadays perky last focus cabbage gotta refill prescription addy uppers dosin makin magic long drug involve money know drug want know drug want tell tell take right match double know know drink think need think addict problems lot habit tryna solve think addict problems talk pills searchin like dope fiend hard jeans smoke blunt room look like smoke screen player like kobe ballin team lookin juice vegas bucksy gamble life cause hoe fuck addy henny touch buy slow shit pricey break look club look gotta sure gang right cause walkin money know drug want know drug want tell tell take right match double know know drink think need think addict problems lot habit tryna solve think addict problems talk,166,0.000526316,0.000526316,0.000526316,0.000526316,0.067681536,0.000526316,0.000526316,0.4758811872161503,0.3741651437812259,0.024404284,0.000526316,0.000526316,0.000526316,0.000526316,0.000526316,0.000526316,0.7454781761074407,0.7346357972463656,0.2309229226133761,0,0.440436933,0.534519997,obscene,0.014285714,47,10364684
20041,ruel,painkiller,2019,pop,painkiller brain get bitter close close seat parkside livin feel like billion teenage cynical know point livin heart get break drivin road wait headon collision springtime funeral miss heartbreaks headaches doctor say diagnose shit days mistake fine fine cause painkiller brain get bitter close miserable take forever brain better close close window seat plane start leavin miss streets knees bleedin homesick veteran leave lookin heartbreaks headaches doctor say diagnose shit days mistake fine fine cause painkiller brain get bitter close miserable take forever brain better close close leave cause barely holdin reason breathin cause painkiller brain get bitter close miserable take forever brain better close oohwoah close know hear close yeah close close close,114,0.000657895,0.065810361,0.000657895,0.060212405,0.027329944,0.000657895,0.1142926507341735,0.000657895,0.3448185861118313,0.000657895,0.1375439502671536,0.000657895,0.000657895,0.000657895,0.1807988168756057,0.020830743,0.6642478067800283,0.7473527677358152,0.1054207885750889,0,0.4280708985985161,0.4143961252843932,obscene,0.014285714,62,68682913
20043,a$ap ferg,wam,2019,pop,yeah yeah yeah flavor bitch delicious motherfuckers lay ditch kill rappers precision damn rock decision right friends make millions cause knowin vision entertainers crash collision destine money great division finna food dish table starve yeah nigga ball right go dome sharpie yeah work look like right better play like carti smoke yeah game atari movin like kentucky neck hoppin yeah touch jawn skin light skin wake today skrrt right ferg tell need watch bling blaow know ones color drop skrrt skrrt gettin money take bet check material hella fresh flavor bitch delicious yeah motherfuckers lay ditch right kill rappers precision rock decision right friends make millions cause knowin vision entertainers crash collision destine money great division damn finna food dish key mansion yeah diamonds like dancin wonder bitch catch tantrum right helicopter golf course land right house year crew yeah crew leave mink gator shoe swear shit feel like neck hoppin yeah touch jawn skin light skin wake today skrrt ferg tell need watch bling blaow know ones color drop skrrt skrrt gettin money take bet check material hella fresh yeah,181,0.000501253,0.1289047297322456,0.028825459,0.000501253,0.1602625970704375,0.000501253,0.000501253,0.000501253,0.578793522,0.000501253,0.000501253,0.032960654,0.030062989,0.000501253,0.000501253,0.034175012,0.8397054045272394,0.7937850934543496,0.067770148,0,0.093157461,0.6266149653522712,obscene,0.014285714,56,5074001
20046,ariana grande,make up,2019,pop,like fuck cause screamin wanna break know bout yeaheheh head ruin makeup yeaheheh yeaheheh head ruin makeup yeaheheh energy attitude coincide stayin tonight bring right sorryinabox pop surprise surprise yeaheheh head ruin makeup yeaheheh yeaheheh head ruin makeup yeaheheh promise kiss lips stick shut argument eyeliner look highlight life like fenty beauty know yeaheheh head ruin makeup yeaheheh yeaheheh head ruin makeup yeaheheh stay cause like mood vibe look match attitude dream dream right right work time yeaheheh head ruin makeup yeaheheh head ruin makeup yeaheheh head ruin makeup yeaheheh ahead ruin makeup yeahyeah yeahyeah yeahyeah yeahyeah yeahyeah yeahyeah yeahyeah yeahyeah uhhuh,102,0.00122399,0.3104240967700953,0.066709206,0.1476104346123404,0.00122399,0.00122399,0.037636683,0.00122399,0.1849973765774442,0.00122399,0.00122399,0.00122399,0.00122399,0.1772552954923314,0.00122399,0.00122399,0.6599155204158995,0.7764530933517935,0.084738037,1.4979757085020242e-06,0.4672300082440231,0.7147058046257301,violence,0.014285714,58,13330743
20047,gucci mane,ice (feat. gunna & lil baby),2019,pop,walk talk days days days think things forget time lover think risk days days days afraid live life song lose long days corner stone count time quarter tone friend believe want days corner stone count time quarter tone till friend confront failure aware,43,0.001461988,0.001461988,0.6099695650067227,0.001461988,0.001461988,0.001461988,0.036161158,0.1154683123687343,0.001461988,0.035456089,0.1098666788528411,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.8656991227120113,0.7732482116760249,0.1937742909380431,0,0.3713932399010717,0.5205055453183323,world/life,0.014285714,41,4843065
20050,drake,draft day,2019,pop,watch watch look look watch watch yeah look look yeah draft manziel years later draft wiggins fuck bitch stay winnin know know yeah suit tie yellin guy know know know laugh stop darkest probably gettin better live shit aside sure people get brunch qatar royals know real niggas fall loyal eggin gonna crack prove hardboiled night try oyster growin quick know shit singin song know spit manifest know write purpose know shittin past follow move realize leave shit pick like rapper yeah offense cause know nigga focus make record gettin bigger hit miss marry folk tell suite cause comin home hear talk crazy know shit sound snap booth body know somalis wallahi donuts coffee lobby gotta tell chill sprite payroll live okay go play like roids canseco oakland shout think eighth flow watch paint flow hate signin deal lawyer heavy load game turn fuck happen soandso worry bout bitch fashion missin action notice missin hunger game shit district yeah mean real girl know know know sidebar leave beat fuck niggas loop lie draft manziel years later draft wiggins fuck bitch stay winnin know know yeah suit tie yellin guy know know know,192,0.000407997,0.000407997,0.041800042,0.000407997,0.050233969,0.000407997,0.000407997,0.3113665273213638,0.4772252032807463,0.034500501,0.000407997,0.000407997,0.000407997,0.029282319,0.014400447,0.000407997,0.6620816635979638,0.8169627977335077,0.032328346,0,0.5568837592745258,0.8108049020149578,obscene,0.014285714,49,2834321
20052,bts,dionysus,2019,pop,sippin tippin 티르소스 grippin eatin style kill steal illest 디오니소스 티르소스 크리스탈 찰랑이는 fool dunno dunno dunno 보여줄게 아이비와 party party sing drink 태어나지 okay ready 예술가에 shoot shots 예술가에 shoot shots sippin tippin 티르소스 grippin eatin style kill steal illest stack break thyrsus 태어나네 night come mumble mumble mumble night come tumble tumble tumble studio를 bass drum go like party party sing drink 태어나지 okay ready 예술가에 shoot shots 예술가에 shoot shots 어디든지 stadium party kpop 아이돌로 artist artist artist 아이돌이든 예술가이든 과음이지 yeah 싸움이지 yeah 들어올리고 shoot ready ready hype come 예술가에 shoot shots 예술가에 shoot shots sippin tippin 티르소스 grippin eatin style kill steal illest sippin tippin 티르소스 grippin eatin style kill steal illest,117,0.001119821,0.2242692754988683,0.001119821,0.085895483,0.046008593,0.001119821,0.001119821,0.001119821,0.5647975158317136,0.06335164,0.001119821,0.001119821,0.001119821,0.001119821,0.001119821,0.001119821,0.4768764215314632,0.8432171884214035,0.040159679,0,0.5816158285243198,0.910908128,obscene,0.014285714,62,49604383
20056,beyoncé,before i let go,2019,pop,world fuck niggas yeah clear right yeah forget know wanna sure right good time hurt yeah shame foolish wanna know wanna sure bright yeah yeah yeah know thank rise shin know nothin nothin woah pull coachella pull boot feather pull bring squad squad black black bandanas squad dussé champagne champagne damn thing damn thing dirty dirty singin dancin rain leave wanna good time turn turn kick slide twirl right drop cross legs turn clap shuffle leave glide drop drop floor floor bring clap roll roll step step step step step kick stomp step swag right surf leave work middle hurt little woah woah woah woah woah bbbefore woah woah woah woah woah bbbefore,113,0.000666223,0.000666223,0.042754993,0.028942076,0.089456781,0.016045969,0.000666223,0.1109008305447676,0.4072509359587006,0.000666223,0.1561538750578907,0.077110503,0.000666223,0.000666223,0.000666223,0.000666223,0.7054045272392505,0.7751455016280798,0.068874567,0,0.4239488870568837,0.8428379344780338,obscene,0.014285714,52,17345455
20060,blackbear,1 sided love,2019,pop,busy talk hear sayin high realize smile fakin overrate change heart breakin onesided onesided onesided time time time try work onesided onesided onesided notice perfect think idea real thing heart break busy talk hear sayin high realize smile fakin overrate change heart breakin missin change maybe change swear lettin lettin hard onesided onesided onesided notice perfect think idea real thing heart break busy talk hear sayin high realize smile fakin overrate changin heart breakin heart breakin heart breakin heart breakin heart breakin,82,0.001052632,0.001052632,0.1683969900146093,0.001052632,0.001052632,0.001052632,0.001052632,0.2664759494298225,0.2171424189295687,0.001052632,0.001052632,0.001052632,0.001052632,0.001052632,0.3321951673567436,0.001052632,0.5656882919961009,0.7135348562931055,0.2369470250472139,0,0.2673124484748557,0.4204023188712199,sadness,0.014285714,46,8446270
20061,bryce vine,la la land,2019,pop,shit live canyon mansion yeah fresh school work focus fashion pretty girl time goals baby waste time california baby waste time california yeah house party wanna waste time baby waste time california baby waste time california california shit bear hamptons hear expensive damn famous insta pics bless think centerfold need money need baby waste time california baby waste time california california yeah house party wanna waste time baby waste time california baby waste time california california nigga fuck girl look like grass greener girl snake niggas game girl prank break right time right time throwin money stripper right vibe right vibe come alive night time night time say wanna fuck say likewise like like cilantro like cilantro like mouth like blanco like blanco city come fuck fuck want code iphone straight player straight player friends say fuck straight hatin straight hatin waste time cali wastin time cause meet ball player come right yeah coachella act like remember wanna waste time baby waste time california baby waste time california,168,0.1191883161732464,0.000434972,0.018534349,0.3508602294617142,0.04939045,0.000434972,0.000434972,0.000434972,0.2700816591835869,0.000434972,0.049786765,0.000434972,0.010514376,0.090262079,0.000434972,0.000434972,0.7194844579226687,0.794554265,0.2901599298794476,0,0.5115416323165705,0.5124972872025633,night/time,0.014285714,57,11589339
20063,dj khaled,"you stay (feat. meek mill, j balvin, lil baby & jeremih)",2019,pop,people ready rocksteady people ready rocksteady moonlight dance moonlight hand hand lonely wait people ready rocksteady people ready rocksteady moonlight dance moonlight hold hand lonely wait people ready rocksteady people ready rocksteady people ready rocksteady people ready rocksteady come come rocksteady,41,0.001594896,0.001594896,0.001594896,0.3693810430839641,0.001594896,0.001594896,0.078977454,0.001594896,0.001594896,0.001594896,0.001594896,0.231067147,0.2966509105772491,0.001594896,0.001594896,0.001594896,0.4519657749377234,0.7699151347332256,0.031525132,0,0.2096042868920032,0.6306190944101557,night/time,0.014285714,49,87745932
